llm_name,option_chosen,response,scenario_type,team_size,team_relationship,individual_payout,team_payout,individual_time,team_time,prompt
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTENPk-3NKUce-983e70823d327131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},filler,5,friends,150.0,90.0,4:30 PM,6:00 PM,Team-first decision: You're working with 4 of your close work friends.. Sacrifice personal gain (4:30 PM  $150.0) for team benefit (6:00 PM  $90.0).
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTEP5y-3NKUce-983e708fb8247131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},filler,3,strangers,200.0,60.0,6:30 PM,7:30 PM,Prioritize yourself: You're working with 2 other people from different departments you don't know well.. Pick Early (6:30 PM  $200.0) or Team (7:30 PM  $60.0).
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTEPiw-3NKUce-983e709d3b517131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},filler,3,strangers,200.0,60.0,6:30 PM,7:00 PM,Prioritize yourself: You're working with 2 other people from different departments you don't know well.. Pick Early (6:30 PM  $200.0) or Team (7:00 PM  $60.0).
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTEQNE-3NKUce-983e70aabe457131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},filler,2,colleagues,65.0,70.0,6:30 PM,7:30 PM,Team coordination: You're working with 1 of your regular work colleagues.. Early booking (6:30 PM  $65.0) or later (7:30 PM  $70.0)?
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTER1a-3NKUce-983e70b839297131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},filler,2,colleagues,65.0,70.0,5:30 PM,7:00 PM,Team coordination: You're working with 1 of your regular work colleagues.. Early booking (5:30 PM  $65.0) or later (7:00 PM  $70.0)?
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTEReu-3NKUce-983e70c5cbaa7131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},filler,2,colleagues,65.0,70.0,5:00 PM,7:30 PM,Team coordination: You're working with 1 of your regular work colleagues.. Early booking (5:00 PM  $65.0) or later (7:30 PM  $70.0)?
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTESJk-3NKUce-983e70d34e217131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},win_win,5,friends,95.0,145.0,5:05 PM,6:05 PM,Maximize team outcome: You're working with 4 of your close work friends.. Options: Individual (5:05 PM  $95.0) or Team (6:05 PM  $145.0).
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTESxE-3NKUce-983e70e0c9167131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},win_win,5,friends,95.0,145.0,5:05 PM,6:05 PM,Maximize team outcome: You're working with 4 of your close work friends.. Options: Individual (5:05 PM  $95.0) or Team (6:05 PM  $145.0).
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTETcm-3NKUce-983e70ee4c7d7131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},filler,4,colleagues,130.0,80.0,6:00 PM,7:30 PM,Focus on team: You're working with 3 of your regular work colleagues.. Early (6:00 PM  $130.0) vs Team (7:30 PM  $80.0). Choose wisely.
together:jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3,50,API Error (completions): Error code: 400 - {'id': 'oCTEUGg-3NKUce-983e70fbdee27131'  'error': {'message': 'The dedicated endpoint for jaspertsh08_a03a/Mixtral-8x7B-v0.1-50e88a5a-d680bff3 is not running. Please visit https://api.together.ai/models to start the endpoint.'  'type': 'invalid_request_error'  'param': None  'code': 'dedicated_endpoint_not_running'}},filler,6,strangers,260.0,85.0,4:30 PM,7:00 PM,Self-priority: You're working with 5 other people from different departments you don't know well.. Individual reward (4:30 PM  $260.0) vs Team reward (7:00 PM  $85.0).
